                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  2.009,                  4.002,                  1.562,                0.44804,                0.24871,                0.21745,                0.13458,                 1.3961,                 2.3736,                 1.1583,             0.00011075,             0.00011075,             0.00011075
                      2,                 1.4496,                 2.4263,                 1.2051,                0.56666,                  0.535,                0.57265,                0.37535,                 1.2532,                 1.2796,                 1.0869,             0.00019979,             0.00019979,             0.00019979
                      3,                 1.3359,                 1.8526,                 1.1444,                0.75121,                0.61842,                0.69265,                0.47537,                 1.1549,                 1.0754,                 1.0541,             0.00026686,             0.00026686,             0.00026686
                      4,                 1.2538,                 1.5486,                 1.1162,                 0.7584,                0.74897,                0.80091,                0.53865,                 1.1677,                0.91706,                 1.0585,              0.0002341,              0.0002341,              0.0002341
                      5,                 1.2105,                 1.3984,                 1.0942,                0.79503,                0.74387,                0.81799,                0.56654,                 1.1024,                0.84947,                 1.0211,             0.00020113,             0.00020113,             0.00020113
                      6,                 1.1692,                 1.2891,                 1.0732,                0.76387,                0.78632,                 0.8362,                0.58853,                 1.0602,                0.79474,                 1.0163,             0.00016817,             0.00016817,             0.00016817
                      7,                 1.1367,                 1.2187,                 1.0646,                 0.7828,                0.80269,                0.85383,                0.60435,                 1.0521,                0.75967,                 1.0096,              0.0001352,              0.0001352,              0.0001352
                      8,                 1.1105,                 1.1655,                 1.0501,                0.79334,                0.81079,                0.85543,                0.61088,                 1.0365,                 0.7422,                 1.0057,             0.00010223,             0.00010223,             0.00010223
                      9,                 1.0864,                 1.1219,                 1.0388,                0.82728,                0.81613,                0.87205,                0.63254,                0.99948,                0.71081,                0.98623,             6.9264e-05,             6.9264e-05,             6.9264e-05
                     10,                 1.0738,                 1.0995,                 1.0326,                0.80583,                0.83277,                0.87442,                0.63089,                0.99542,                0.69215,                0.98708,             3.6297e-05,             3.6297e-05,             3.6297e-05
